commit;path;class;type;cbo;wmc;rfc;lcom;nom;nopm;nosm;nof;nopf;nosf;nosi;loc
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/cache/CacheException.java;org.apache.abdera.protocol.client.cache.CacheException;class;3;4;0;6;4;4;0;1;0;1;0;33
e5a9f232cbb6dbcf97bf69819f74988a71eb34e4;client/src/main/java/org/apache/abdera/protocol/client/cache/lru/LRUCacheFactory.java;org.apache.abdera.protocol.client.cache.lru.LRUCacheFactory;class;4;1;0;0;1;1;0;0;0;0;0;25
6e653a8edd0454befd4d67af997acacdc4a4f1dd;server/src/main/java/org/apache/abdera/protocol/server/util/AbstractRequestHandler.java;org.apache.abdera.protocol.server.util.AbstractRequestHandler;class;10;23;16;55;11;2;0;1;0;0;0;121
d7b8b65e5bc0788a2b31e26d019be1ab736ba917;examples/src/main/java/org/apache/abdera/examples/appserver/SimpleTargetResolver.java;org.apache.abdera.examples.appserver.SimpleTargetResolver;class;1;1;1;0;1;1;0;0;0;0;0;28
3dc46465573271241a8b76705656be3a8528c7de;security/src/test/java/org/apache/abdera/test/security/TestSuite.java;org.apache.abdera.test.security.TestSuite;class;5;2;2;1;2;2;1;0;0;0;0;27
3dc46465573271241a8b76705656be3a8528c7de;security/src/test/java/org/apache/abdera/test/security/EncryptionTest.java;org.apache.abdera.test.security.EncryptionTest;class;13;2;25;0;1;1;1;0;0;0;0;76
3dc46465573271241a8b76705656be3a8528c7de;security/src/test/java/org/apache/abdera/test/security/DigitalSignatureTest.java;org.apache.abdera.test.security.DigitalSignatureTest;class;17;1;29;0;1;1;1;6;0;6;0;90
f58335e8af24af113f918d16c5f45d1c2f8db709;security/src/main/java/org/apache/abdera/security/xmlsec/XmlSignature.java;org.apache.abdera.security.xmlsec.XmlSignature;class;26;34;37;45;10;6;0;0;0;0;0;187
673655de651b093de53b7b92575721eff5423e42;core/src/main/java/org/apache/abdera/util/AbstractNamedParser.java;org.apache.abdera.util.AbstractNamedParser;class;3;6;1;0;4;3;0;2;0;0;0;42
065f3774e866b8f63dac499d703aaf0ba10db8ac;parser/src/main/java/org/apache/abdera/parser/stax/FOMWriterFactory.java;org.apache.abdera.parser.stax.FOMWriterFactory;class;9;11;10;13;7;5;0;2;0;0;0;57
eee2317281096c2383c5f00924c43702a82d27a5;protocol/src/main/java/org/apache/abdera/protocol/util/CacheControlUtil.java;org.apache.abdera.protocol.util.CacheControlUtil;class;6;34;28;15;6;4;6;0;0;0;11;103
0447bd75379bd890855fb2d42f7c8269ef10dd4f;protocol/src/main/java/org/apache/abdera/protocol/util/ContentEncodingUtil.java;org.apache.abdera.protocol.util.ContentEncodingUtil;class;8;10;5;3;3;3;3;0;0;0;2;55
1aa3b3dfa44aecaa96979797878aed72a71950ee;client/src/main/java/org/apache/abdera/protocol/client/util/AutoReleasingInputStream.java;org.apache.abdera.protocol.client.util.AutoReleasingInputStream;class;5;5;3;0;3;3;0;1;0;0;0;42
6a2b63cb5de3442161bcdc416a3a539d36a17338;client/src/main/java/org/apache/abdera/protocol/client/Client.java;org.apache.abdera.protocol.client.Client;class;23;36;16;551;34;31;6;2;0;0;4;238
ee90de131fe7916e521fa3adb3ca788f6fbe5859;server/src/main/java/org/apache/abdera/protocol/server/util/TargetIterator.java;org.apache.abdera.protocol.server.util.TargetIterator;class;6;5;2;0;4;4;0;2;0;0;0;37
eac7a2b4b6b2f1846456f2da6818b3188cb8af91;server/src/main/java/org/apache/abdera/protocol/server/util/AbstractProvider.java;org.apache.abdera.protocol.server.util.AbstractProvider;class;14;24;23;19;7;0;0;1;0;0;0;89
2a3be48eacc179b3fcb56e7ad569aa3bc0a07f13;parser/src/main/java/org/apache/abdera/parser/stax/util/ResolveFunction.java;org.apache.abdera.parser.stax.util.ResolveFunction;class;17;13;10;0;1;1;0;1;1;1;0;77
2a3be48eacc179b3fcb56e7ad569aa3bc0a07f13;parser/src/main/java/org/apache/abdera/parser/stax/FOMXPath.java;org.apache.abdera.parser.stax.FOMXPath;class;29;39;32;0;25;18;5;2;0;0;10;248
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;examples/src/main/java/org/apache/abdera/examples/appserver/SimpleProviderManager.java;org.apache.abdera.examples.appserver.SimpleProviderManager;class;5;2;0;0;1;0;0;1;0;0;0;35
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;examples/src/main/java/org/apache/abdera/examples/appserver/SimpleRequestHandlerManager.java;org.apache.abdera.examples.appserver.SimpleRequestHandlerManager;class;7;1;0;0;1;0;0;0;0;0;0;32
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/util/AbstractSimpleProviderManager.java;org.apache.abdera.protocol.server.util.AbstractSimpleProviderManager;class;3;3;1;3;3;2;0;0;0;0;0;34
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/util/PoolManager.java;org.apache.abdera.protocol.server.util.PoolManager;class;4;6;5;1;3;0;0;1;0;0;0;36
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/RequestHandlerManager.java;org.apache.abdera.protocol.server.RequestHandlerManager;interface;2;2;0;1;2;0;0;0;0;0;0;25
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/util/AbstractPooledProviderManager.java;org.apache.abdera.protocol.server.util.AbstractPooledProviderManager;class;6;5;4;10;5;2;0;0;0;0;0;46
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/util/AbstractRequestHandlerManager.java;org.apache.abdera.protocol.server.util.AbstractRequestHandlerManager;class;6;5;4;10;5;2;0;0;0;0;0;46
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;examples/src/main/java/org/apache/abdera/examples/appserver/SimpleRequestHandler.java;org.apache.abdera.examples.appserver.SimpleRequestHandler;class;27;23;25;10;5;1;0;0;0;0;0;162
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/ProviderManager.java;org.apache.abdera.protocol.server.ProviderManager;interface;2;2;0;1;2;0;0;0;0;0;0;23
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/util/ServerConstants.java;org.apache.abdera.protocol.server.util.ServerConstants;interface;1;0;0;0;0;0;0;8;8;8;0;35
c38cae83d3f3f4d12f1f17e42bc04d4b721e7adf;server/src/main/java/org/apache/abdera/protocol/server/AbderaServer.java;org.apache.abdera.protocol.server.AbderaServer;class;12;21;5;68;17;17;0;9;0;0;0;108
babb6c8e99746531174073ebd2bce291d18770f4;server/src/main/java/org/apache/abdera/protocol/server/ServiceManager.java;org.apache.abdera.protocol.server.ServiceManager;class;10;7;5;4;4;3;2;2;0;2;1;50
babb6c8e99746531174073ebd2bce291d18770f4;server/src/main/java/org/apache/abdera/protocol/server/provider/AbstractProviderManager.java;org.apache.abdera.protocol.server.provider.AbstractProviderManager;class;4;1;1;0;1;1;0;0;0;0;0;26
babb6c8e99746531174073ebd2bce291d18770f4;server/src/main/java/org/apache/abdera/protocol/server/provider/TargetResolver.java;org.apache.abdera.protocol.server.provider.TargetResolver;interface;2;1;0;0;1;0;0;0;0;0;0;21
babb6c8e99746531174073ebd2bce291d18770f4;server/src/test/java/org/apache/abdera/test/server/UtilityTest.java;org.apache.abdera.test.server.UtilityTest;class;17;19;22;153;18;17;4;0;0;0;0;130
babb6c8e99746531174073ebd2bce291d18770f4;server/src/main/java/org/apache/abdera/protocol/server/provider/ProviderManager.java;org.apache.abdera.protocol.server.provider.ProviderManager;interface;1;2;0;1;2;0;0;0;0;0;0;22
babb6c8e99746531174073ebd2bce291d18770f4;server/src/main/java/org/apache/abdera/protocol/server/ServiceContext.java;org.apache.abdera.protocol.server.ServiceContext;interface;8;8;0;28;8;0;0;0;0;0;0;34
babb6c8e99746531174073ebd2bce291d18770f4;protocol/src/main/java/org/apache/abdera/protocol/ResponseInfo.java;org.apache.abdera.protocol.ResponseInfo;interface;2;2;0;1;2;0;0;0;0;0;0;23
babb6c8e99746531174073ebd2bce291d18770f4;server/src/main/java/org/apache/abdera/protocol/server/auth/SubjectResolver.java;org.apache.abdera.protocol.server.auth.SubjectResolver;interface;3;2;0;1;2;0;0;0;0;0;0;24
babb6c8e99746531174073ebd2bce291d18770f4;examples/src/main/java/org/apache/abdera/examples/appserver/SimpleServiceContext.java;org.apache.abdera.examples.appserver.SimpleServiceContext;class;5;2;1;1;2;0;0;0;0;0;0;30
babb6c8e99746531174073ebd2bce291d18770f4;protocol/src/main/java/org/apache/abdera/protocol/util/PoolManager.java;org.apache.abdera.protocol.util.PoolManager;class;3;6;5;1;3;1;0;1;0;0;0;30
6058f9f7dc92e91dc95831da46fede0d9acb79f2;parser/src/main/java/org/apache/abdera/parser/stax/FOMCollection.java;org.apache.abdera.parser.stax.FOMCollection;class;24;39;38;325;26;25;0;1;0;1;0;190
e9b8cea97bd0378f9d4f6fe5a141dfe3e1125d89;parser/src/main/java/org/apache/abdera/parser/stax/FOMSource.java;org.apache.abdera.parser.stax.FOMSource;class;39;126;80;3655;86;85;0;1;0;1;0;505
14189bdb28499ca9f9721c808cb55dbf402c9313;core/src/main/java/org/apache/abdera/util/iri/Builder.java;org.apache.abdera.util.iri.Builder;interface;0;5;0;10;5;5;0;0;0;0;0;29
6dea94dc2565726a6d2f6c26f806200e86cf0495;core/src/main/java/org/apache/abdera/model/IRIElement.java;org.apache.abdera.model.IRIElement;interface;3;4;0;6;4;0;0;0;0;0;0;43
660e0a204d3f0b0b3878f2210bc62a422266c6de;extensions/src/test/java/org/apache/abdera/test/ext/history/HistoryTest.java;org.apache.abdera.test.ext.history.HistoryTest;class;3;1;25;0;1;1;1;0;0;0;0;55
3f24b16bceed841124fa4bef9019510cc37fcdba;core/src/main/java/org/apache/abdera/util/Constants.java;org.apache.abdera.util.Constants;interface;3;0;0;0;0;0;0;127;127;127;0;149
da9edce4862b83cb3f13707c74b314610b628d3a;parser/src/test/java/org/apache/abdera/test/parser/stax/ConcurrencyTest.java;org.apache.abdera.test.parser.stax.ConcurrencyTest;class;11;7;15;3;2;1;0;1;0;1;0;77
9c4910ea81ae8de4d172bb93768d66279fbf33c8;extensions/src/main/java/org/apache/abdera/ext/opensearch/OpenSearchV11Helper.java;org.apache.abdera.ext.opensearch.OpenSearchV11Helper;class;11;24;10;16;8;8;8;10;10;10;0;97
4b5ae5c1e80cd0a7907b44c917e8bd6c32b06e69;core/src/main/java/org/apache/abdera/factory/ExtensionFactoryMap.java;org.apache.abdera.factory.ExtensionFactoryMap;class;13;14;6;0;7;7;0;2;0;0;0;75
4b5ae5c1e80cd0a7907b44c917e8bd6c32b06e69;extensions/src/main/java/org/apache/abdera/ext/thread/InReplyToImpl.java;org.apache.abdera.ext.thread.InReplyToImpl;class;10;24;7;120;16;16;0;0;0;0;0;85
4b5ae5c1e80cd0a7907b44c917e8bd6c32b06e69;core/src/main/java/org/apache/abdera/model/ElementWrapper.java;org.apache.abdera.model.ElementWrapper;class;13;41;35;0;39;37;0;1;0;0;0;160
4b5ae5c1e80cd0a7907b44c917e8bd6c32b06e69;examples/src/main/java/org/apache/abdera/examples/extension/FooExtensionFactory.java;org.apache.abdera.examples.extension.FooExtensionFactory;class;10;5;3;1;3;3;0;3;3;3;0;41
4b5ae5c1e80cd0a7907b44c917e8bd6c32b06e69;examples/src/main/java/org/apache/abdera/examples/extension/Foo.java;org.apache.abdera.examples.extension.Foo;class;5;4;2;6;4;4;0;0;0;0;0;37
4b5ae5c1e80cd0a7907b44c917e8bd6c32b06e69;core/src/main/java/org/apache/abdera/model/ExtensibleElementWrapper.java;org.apache.abdera.model.ExtensibleElementWrapper;class;12;15;11;105;15;13;0;0;0;0;0;70
4b5ae5c1e80cd0a7907b44c917e8bd6c32b06e69;examples/src/main/java/org/apache/abdera/examples/extension/Bar.java;org.apache.abdera.examples.extension.Bar;class;5;4;2;6;4;4;0;0;0;0;0;37
4b5ae5c1e80cd0a7907b44c917e8bd6c32b06e69;examples/src/main/java/org/apache/abdera/examples/extension/Example.java;org.apache.abdera.examples.extension.Example;class;5;1;7;0;1;1;1;0;0;0;0;32
4b5ae5c1e80cd0a7907b44c917e8bd6c32b06e69;parser/src/main/java/org/apache/abdera/parser/stax/util/FOMElementIteratorWrapper.java;org.apache.abdera.parser.stax.util.FOMElementIteratorWrapper;class;3;4;4;0;4;4;0;2;0;0;0;38
4b5ae5c1e80cd0a7907b44c917e8bd6c32b06e69;extensions/src/main/java/org/apache/abdera/ext/thread/TotalImpl.java;org.apache.abdera.ext.thread.TotalImpl;class;5;5;4;6;4;4;0;0;0;0;0;38
6b8a4912875db251c477fddcfbe70cc0b3dba14d;examples/src/main/java/org/apache/abdera/examples/extension/Geo.java;org.apache.abdera.examples.extension.Geo;class;5;1;5;0;1;1;1;4;0;4;0;40
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Link.java;org.apache.abdera.model.Link;interface;4;13;0;78;13;0;0;31;31;31;0;218
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/xpath/XPath.java;org.apache.abdera.xpath.XPath;interface;6;13;0;78;13;0;0;0;0;0;0;116
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/util/URIHelper.java;org.apache.abdera.util.URIHelper;class;4;7;7;6;4;4;4;2;0;2;1;52
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/parser/ParserOptions.java;org.apache.abdera.parser.ParserOptions;interface;4;9;0;36;9;0;0;0;0;0;0;67
6b8a4912875db251c477fddcfbe70cc0b3dba14d;parser/src/main/java/org/apache/abdera/parser/stax/FOMControl.java;org.apache.abdera.parser.stax.FOMControl;class;10;11;5;36;9;9;0;1;0;1;0;81
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Text.java;org.apache.abdera.model.Text;interface;3;13;1;36;9;1;1;0;0;0;0;123
6b8a4912875db251c477fddcfbe70cc0b3dba14d;parser/src/main/java/org/apache/abdera/parser/stax/FOMException.java;org.apache.abdera.parser.stax.FOMException;class;3;4;0;6;4;4;0;1;0;1;0;34
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Generator.java;org.apache.abdera.model.Generator;interface;3;5;0;10;5;0;0;0;0;0;0;81
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Person.java;org.apache.abdera.model.Person;interface;5;12;0;66;12;0;0;0;0;0;0;137
6b8a4912875db251c477fddcfbe70cc0b3dba14d;examples/src/main/java/org/apache/abdera/examples/simple/Create.java;org.apache.abdera.examples.simple.Create;class;6;1;22;0;1;1;1;0;0;0;0;71
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/factory/ExtensionFactory.java;org.apache.abdera.factory.ExtensionFactory;interface;4;3;0;3;3;0;0;0;0;0;0;60
6b8a4912875db251c477fddcfbe70cc0b3dba14d;security/src/main/java/org/apache/abdera/security/util/EncryptionBase.java;org.apache.abdera.security.util.EncryptionBase;class;5;2;3;1;2;2;0;0;0;0;0;35
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/util/AbstractParser.java;org.apache.abdera.util.AbstractParser;class;10;11;4;43;10;8;0;1;0;0;0;80
6b8a4912875db251c477fddcfbe70cc0b3dba14d;security/src/main/java/org/apache/abdera/security/util/SecurityBase.java;org.apache.abdera.security.util.SecurityBase;class;15;14;15;13;6;0;0;1;0;0;0;103
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/parser/ParseException.java;org.apache.abdera.parser.ParseException;class;3;4;0;6;4;4;0;1;0;1;0;34
6b8a4912875db251c477fddcfbe70cc0b3dba14d;security/src/main/java/org/apache/abdera/security/SignatureOptions.java;org.apache.abdera.security.SignatureOptions;interface;4;6;0;15;6;0;0;0;0;0;0;44
6b8a4912875db251c477fddcfbe70cc0b3dba14d;security/src/main/java/org/apache/abdera/security/xmlsec/XmlEncryptionOptions.java;org.apache.abdera.security.xmlsec.XmlEncryptionOptions;class;5;11;0;45;11;10;0;5;0;0;0;63
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/factory/Factory.java;org.apache.abdera.factory.Factory;interface;28;83;0;3403;83;0;0;0;0;0;0;555
6b8a4912875db251c477fddcfbe70cc0b3dba14d;security/src/main/java/org/apache/abdera/security/xmlsec/XmlSecurityOptions.java;org.apache.abdera.security.xmlsec.XmlSecurityOptions;class;3;4;1;0;3;2;0;2;0;0;0;35
6b8a4912875db251c477fddcfbe70cc0b3dba14d;parser/src/main/java/org/apache/abdera/parser/stax/FOMFeed.java;org.apache.abdera.parser.stax.FOMFeed;class;25;39;26;147;18;17;0;2;0;1;0;161
6b8a4912875db251c477fddcfbe70cc0b3dba14d;parser/src/main/java/org/apache/abdera/parser/stax/FOMService.java;org.apache.abdera.parser.stax.FOMService;class;17;15;12;66;12;11;0;1;0;1;0;113
6b8a4912875db251c477fddcfbe70cc0b3dba14d;parser/src/main/java/org/apache/abdera/parser/stax/FOMLink.java;org.apache.abdera.parser.stax.FOMLink;class;15;38;17;298;25;25;1;2;0;2;0;184
6b8a4912875db251c477fddcfbe70cc0b3dba14d;security/src/main/java/org/apache/abdera/security/Encryption.java;org.apache.abdera.security.Encryption;interface;2;4;0;6;4;0;0;0;0;0;0;55
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Collection.java;org.apache.abdera.model.Collection;interface;10;18;0;153;18;0;0;0;0;0;0;152
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Source.java;org.apache.abdera.model.Source;interface;17;79;0;3081;79;0;0;0;0;0;0;593
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Entry.java;org.apache.abdera.model.Entry;interface;22;105;0;5460;105;0;0;0;0;0;0;788
6b8a4912875db251c477fddcfbe70cc0b3dba14d;parser/src/main/java/org/apache/abdera/parser/stax/FOMGenerator.java;org.apache.abdera.parser.stax.FOMGenerator;class;11;15;10;66;12;12;0;1;0;1;0;102
6b8a4912875db251c477fddcfbe70cc0b3dba14d;parser/src/main/java/org/apache/abdera/parser/stax/FOMParserOptions.java;org.apache.abdera.parser.stax.FOMParserOptions;class;5;5;0;3;3;1;0;0;0;0;0;34
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/xpath/XPathException.java;org.apache.abdera.xpath.XPathException;class;3;4;0;6;4;4;0;1;0;1;0;33
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Feed.java;org.apache.abdera.model.Feed;interface;6;9;0;36;9;0;0;0;0;0;0;145
6b8a4912875db251c477fddcfbe70cc0b3dba14d;security/src/main/java/org/apache/abdera/security/SecurityOptions.java;org.apache.abdera.security.SecurityOptions;interface;1;2;0;1;2;0;0;0;0;0;0;26
6b8a4912875db251c477fddcfbe70cc0b3dba14d;security/src/main/java/org/apache/abdera/security/EncryptionOptions.java;org.apache.abdera.security.EncryptionOptions;interface;3;10;0;45;10;0;0;0;0;0;0;71
6b8a4912875db251c477fddcfbe70cc0b3dba14d;parser/src/main/java/org/apache/abdera/parser/stax/FOMDiv.java;org.apache.abdera.parser.stax.FOMDiv;class;15;24;21;78;13;12;0;1;0;1;0;134
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Content.java;org.apache.abdera.model.Content;interface;6;22;3;120;16;1;1;0;0;0;0;242
6b8a4912875db251c477fddcfbe70cc0b3dba14d;security/src/main/java/org/apache/abdera/security/xmlsec/XmlSignatureOptions.java;org.apache.abdera.security.xmlsec.XmlSignatureOptions;class;8;8;4;11;7;6;0;3;0;0;0;53
6b8a4912875db251c477fddcfbe70cc0b3dba14d;parser/src/test/java/org/apache/abdera/test/parser/stax/FOMTest.java;org.apache.abdera.test.parser.stax.FOMTest;class;51;17;159;90;16;10;7;1;0;1;21;666
6b8a4912875db251c477fddcfbe70cc0b3dba14d;parser/src/main/java/org/apache/abdera/parser/stax/FOMUnsupportedTextTypeException.java;org.apache.abdera.parser.stax.FOMUnsupportedTextTypeException;class;2;1;0;0;1;1;0;1;0;1;0;25
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/parser/Parser.java;org.apache.abdera.parser.Parser;interface;6;8;0;28;8;0;0;0;0;0;0;119
6b8a4912875db251c477fddcfbe70cc0b3dba14d;parser/src/main/java/org/apache/abdera/parser/stax/FOMPerson.java;org.apache.abdera.parser.stax.FOMPerson;class;15;27;17;153;18;18;0;1;0;1;0;155
6b8a4912875db251c477fddcfbe70cc0b3dba14d;parser/src/main/java/org/apache/abdera/parser/stax/FOMDateTime.java;org.apache.abdera.parser.stax.FOMDateTime;class;13;28;14;171;19;19;0;1;0;1;0;130
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Control.java;org.apache.abdera.model.Control;interface;1;3;0;3;3;0;0;0;0;0;0;92
6b8a4912875db251c477fddcfbe70cc0b3dba14d;parser/src/main/java/org/apache/abdera/parser/stax/FOMCategory.java;org.apache.abdera.parser.stax.FOMCategory;class;11;21;10;120;16;16;0;1;0;1;0;119
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/util/AbstractParserOptions.java;org.apache.abdera.util.AbstractParserOptions;class;7;13;3;39;11;9;0;4;0;0;0;68
6b8a4912875db251c477fddcfbe70cc0b3dba14d;security/src/main/java/org/apache/abdera/security/SecurityException.java;org.apache.abdera.security.SecurityException;class;3;4;0;6;4;4;0;1;0;1;0;33
6b8a4912875db251c477fddcfbe70cc0b3dba14d;parser/src/test/java/org/apache/abdera/test/parser/stax/ParserTest.java;org.apache.abdera.test.parser.stax.ParserTest;class;12;4;11;6;4;3;4;1;0;1;7;75
6b8a4912875db251c477fddcfbe70cc0b3dba14d;parser/src/main/java/org/apache/abdera/parser/stax/FOMUnsupportedContentTypeException.java;org.apache.abdera.parser.stax.FOMUnsupportedContentTypeException;class;2;1;0;0;1;1;0;1;0;1;0;25
6b8a4912875db251c477fddcfbe70cc0b3dba14d;security/src/main/java/org/apache/abdera/security/xmlsec/XmlEncryption.java;org.apache.abdera.security.xmlsec.XmlEncryption;class;16;13;22;10;5;5;0;0;0;0;0;90
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Element.java;org.apache.abdera.model.Element;interface;9;28;0;378;28;0;0;0;0;0;0;180
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/util/Version.java;org.apache.abdera.util.Version;interface;1;0;0;0;0;0;0;3;3;3;0;23
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Document.java;org.apache.abdera.model.Document;interface;7;12;0;66;12;0;0;0;0;0;0;101
6b8a4912875db251c477fddcfbe70cc0b3dba14d;examples/src/main/java/org/apache/abdera/examples/simple/PrintTitles.java;org.apache.abdera.examples.simple.PrintTitles;class;10;4;11;0;1;1;1;0;0;0;0;66
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Div.java;org.apache.abdera.model.Div;interface;2;8;0;28;8;0;0;0;0;0;0;64
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Category.java;org.apache.abdera.model.Category;interface;3;6;0;15;6;0;0;0;0;0;0;93
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Base.java;org.apache.abdera.model.Base;interface;5;5;0;10;5;0;0;0;0;0;0;57
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/DateTime.java;org.apache.abdera.model.DateTime;interface;5;10;0;45;10;0;0;0;0;0;0;79
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/util/AbstractXPath.java;org.apache.abdera.util.AbstractXPath;class;9;11;9;39;10;7;0;1;0;0;0;66
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Workspace.java;org.apache.abdera.model.Workspace;interface;5;9;0;36;9;0;0;0;0;0;0;98
6b8a4912875db251c477fddcfbe70cc0b3dba14d;security/src/main/java/org/apache/abdera/security/Signature.java;org.apache.abdera.security.Signature;interface;3;5;0;10;5;0;0;0;0;0;0;46
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/Service.java;org.apache.abdera.model.Service;interface;5;5;0;10;5;0;0;0;0;0;0;71
6b8a4912875db251c477fddcfbe70cc0b3dba14d;core/src/main/java/org/apache/abdera/model/ExtensibleElement.java;org.apache.abdera.model.ExtensibleElement;interface;8;12;0;66;12;0;0;0;0;0;0;115
6b8a4912875db251c477fddcfbe70cc0b3dba14d;security/src/main/java/org/apache/abdera/security/util/Constants.java;org.apache.abdera.security.util.Constants;class;3;1;0;0;1;0;0;8;8;8;0;30
6b8a4912875db251c477fddcfbe70cc0b3dba14d;examples/src/main/java/org/apache/abdera/examples/simple/Parse.java;org.apache.abdera.examples.simple.Parse;class;7;1;18;0;1;1;1;0;0;0;0;47
6b8a4912875db251c477fddcfbe70cc0b3dba14d;security/src/main/java/org/apache/abdera/security/util/SignatureBase.java;org.apache.abdera.security.util.SignatureBase;class;5;4;2;3;3;1;0;0;0;0;0;39
dbc6f5082abd6db1b3ffacb9bfa46c9b1eb0be04;examples/src/main/java/org/apache/abdera/examples/security/Enc.java;org.apache.abdera.examples.security.Enc;class;12;2;22;0;1;1;1;0;0;0;0;69
dbc6f5082abd6db1b3ffacb9bfa46c9b1eb0be04;examples/src/main/java/org/apache/abdera/examples/security/DSig.java;org.apache.abdera.examples.security.DSig;class;15;1;26;0;1;1;1;6;0;6;0;79
e3e9c1fc412cd7f342343c28e21ba71d2d10e680;core/src/test/java/org/apache/abdera/test/core/TestSuite.java;org.apache.abdera.test.core.TestSuite;class;10;2;2;1;2;2;1;0;0;0;0;39
e3e9c1fc412cd7f342343c28e21ba71d2d10e680;parser/src/test/java/org/apache/abdera/test/parser/stax/TestSuite.java;org.apache.abdera.test.parser.stax.TestSuite;class;8;2;2;1;2;2;1;0;0;0;0;35
77bdc0d7cd440ebb718af4392439d04224464317;client/src/main/java/org/apache/abdera/protocol/client/util/ClientAuthSSLProtocolSocketFactory.java;org.apache.abdera.protocol.client.util.ClientAuthSSLProtocolSocketFactory;class;17;13;10;22;5;5;0;6;0;0;0;122
96c7e567023009a9417d687b106c44bb88dab2cf;security/src/main/java/org/apache/abdera/security/util/servlet/SignedResponseFilter.java;org.apache.abdera.security.util.servlet.SignedResponseFilter;class;21;8;19;1;3;2;0;15;0;7;0;142
77bdc0d7cd440ebb718af4392439d04224464317;core/src/test/java/org/apache/abdera/test/core/CoreTest.java;org.apache.abdera.test.core.CoreTest;class;5;4;9;3;3;3;3;0;0;0;0;67
c3c6e08e89a1b9f4e2ee0fb548ca598b7b1dcc34;security/src/main/java/org/apache/abdera/security/util/servlet/SignedRequestFilter.java;org.apache.abdera.security.util.servlet.SignedRequestFilter;class;13;5;15;0;1;1;0;2;2;2;0;71
