commit;path;class;type;cbo;wmc;rfc;lcom;nom;nopm;nosm;nof;nopf;nosf;nosi;loc
3a5628688ebed3f08e7d5ecab8d2966171997d64;core/src/main/java/org/apache/abdera/util/AbderaResult.java;org.apache.abdera.util.AbderaResult;class;17;13;2;13;7;7;0;4;0;0;0;84
3a5628688ebed3f08e7d5ecab8d2966171997d64;core/src/main/java/org/apache/abdera/util/AbderaSource.java;org.apache.abdera.util.AbderaSource;class;11;6;3;8;5;5;0;1;0;0;0;64
a23d28b606b0d0fb2bb665f22f9564e6a15ed9a9;parser/src/test/java/org/apache/abdera/test/parser/stax/XhtmlTest.java;org.apache.abdera.test.parser.stax.XhtmlTest;class;4;1;10;0;1;1;0;0;0;0;0;38
477ae6cb0c5c6546b66ea5cb2dbf02f8fce10f71;examples/src/main/java/org/apache/abdera/examples/xsltxpath/XPathExample.java;org.apache.abdera.examples.xsltxpath.XPathExample;class;8;1;15;0;1;1;1;0;0;0;0;43
477ae6cb0c5c6546b66ea5cb2dbf02f8fce10f71;examples/src/main/java/org/apache/abdera/examples/simple/UnacceptableElementsExample.java;org.apache.abdera.examples.simple.UnacceptableElementsExample;class;12;4;8;3;1;1;1;0;0;0;0;58
477ae6cb0c5c6546b66ea5cb2dbf02f8fce10f71;examples/src/main/java/org/apache/abdera/examples/xsltxpath/XsltExample.java;org.apache.abdera.examples.xsltxpath.XsltExample;class;12;2;12;0;1;1;1;0;0;0;0;66
8179993a4be6113508c17a0dd820f43f1dbffea8;parser/src/main/java/org/apache/abdera/parser/stax/FOMBuilder.java;org.apache.abdera.parser.stax.FOMBuilder;class;41;85;57;112;17;6;0;8;0;0;0;348
8179993a4be6113508c17a0dd820f43f1dbffea8;parser/src/test/java/org/apache/abdera/test/parser/stax/BaseParserTestCase.java;org.apache.abdera.test.parser.stax.BaseParserTestCase;class;10;4;9;1;2;0;2;1;0;1;2;45
0bd7d65a0c10f99aa7c76b46006d06914ab53740;parser/src/test/java/org/apache/abdera/test/parser/stax/FeedParserTest.java;org.apache.abdera.test.parser.stax.FeedParserTest;class;12;8;17;0;6;5;0;1;0;1;0;78
dcb16ca14a77515f5851bab1317360cbc3173b1c;parser/src/test/java/org/apache/abdera/test/parser/stax/AtomConformanceTest.java;org.apache.abdera.test.parser.stax.AtomConformanceTest;class;14;35;34;15;6;5;6;0;0;0;0;359
310547dfaba2596c45efdb460effe944c4ebb17c;core/src/main/java/org/apache/abdera/parser/NamedParser.java;org.apache.abdera.parser.NamedParser;interface;2;3;0;3;3;0;0;0;0;0;0;51
310547dfaba2596c45efdb460effe944c4ebb17c;core/src/main/java/org/apache/abdera/writer/WriterFactory.java;org.apache.abdera.writer.WriterFactory;interface;2;3;0;3;3;0;0;0;0;0;0;43
310547dfaba2596c45efdb460effe944c4ebb17c;core/src/main/java/org/apache/abdera/parser/ParserFactory.java;org.apache.abdera.parser.ParserFactory;interface;2;2;0;1;2;0;0;0;0;0;0;36
310547dfaba2596c45efdb460effe944c4ebb17c;core/src/main/java/org/apache/abdera/writer/Writer.java;org.apache.abdera.writer.Writer;interface;2;3;0;3;3;0;0;0;0;0;0;43
9c42931eaf43139932daf3a6a08920943cd8d8ff;server/src/main/java/org/apache/abdera/protocol/server/servlet/TypeRequestHandler.java;org.apache.abdera.protocol.server.servlet.TypeRequestHandler;class;15;22;13;0;9;2;0;4;0;0;0;120
9c42931eaf43139932daf3a6a08920943cd8d8ff;examples/src/main/java/org/apache/abdera/examples/appserver/SimpleProvider.java;org.apache.abdera.examples.appserver.SimpleProvider;class;36;59;71;210;21;12;0;3;0;0;0;286
9c42931eaf43139932daf3a6a08920943cd8d8ff;server/src/main/java/org/apache/abdera/protocol/server/servlet/DefaultRequestHandler.java;org.apache.abdera.protocol.server.servlet.DefaultRequestHandler;class;12;31;19;1;2;0;0;0;0;0;0;110
3c52d23c440751800f5095b73dca51d884ed90b9;client/src/main/java/org/apache/abdera/protocol/client/cache/CachedResponseBase.java;org.apache.abdera.protocol.client.cache.CachedResponseBase;class;7;21;13;56;12;11;0;3;0;0;0;90
0759091b0f9667414ae14d58f3c9c8f1518b9bed;client/src/main/java/org/apache/abdera/protocol/client/CommonsClient.java;org.apache.abdera.protocol.client.CommonsClient;class;24;31;37;22;12;10;0;2;0;1;0;195
319a1f8122d714ae12b2be5768c8846a11d0ba16;extensions/src/main/java/org/apache/abdera/ext/features/Control.java;org.apache.abdera.ext.features.Control;class;10;17;5;45;10;10;0;0;0;0;0;76
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/test/java/org/apache/abdera/i18n/test/iri/TestLang.java;org.apache.abdera.i18n.test.iri.TestLang;class;4;2;12;0;1;1;1;0;0;0;0;52
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/io/CharSequenceCodepointIterator.java;org.apache.abdera.i18n.io.CharSequenceCodepointIterator;class;2;4;3;0;4;2;0;1;0;0;0;40
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/test/java/org/apache/abdera/i18n/test/iri/TestNFKC.java;org.apache.abdera.i18n.test.iri.TestNFKC;class;2;1;5;0;1;1;1;0;0;0;0;31
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/ChainableBitSet.java;org.apache.abdera.i18n.ChainableBitSet;class;5;22;12;136;17;17;0;1;0;1;0;98
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/iri/IRISyntaxException.java;org.apache.abdera.i18n.iri.IRISyntaxException;class;3;2;0;1;2;0;0;1;0;1;0;27
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/iri/Constants.java;org.apache.abdera.i18n.iri.Constants;class;3;1;4;0;1;1;1;37;37;37;0;112
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/lang/InvalidLangTagSyntax.java;org.apache.abdera.i18n.lang.InvalidLangTagSyntax;class;3;4;0;6;4;4;0;1;0;1;0;33
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/test/java/org/apache/abdera/i18n/test/iri/TestIRI.java;org.apache.abdera.i18n.test.iri.TestIRI;class;3;14;16;91;14;14;14;0;0;0;0;175
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/iri/Nameprep.java;org.apache.abdera.i18n.iri.Nameprep;class;15;12;17;6;5;4;5;7;6;7;3;896
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/iri/NameprepCodepointIterator.java;org.apache.abdera.i18n.iri.NameprepCodepointIterator;class;11;27;12;17;7;3;0;6;0;0;0;100
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/test/java/org/apache/abdera/i18n/test/iri/TestPunycode.java;org.apache.abdera.i18n.test.iri.TestPunycode;class;2;6;5;0;3;1;1;4;0;0;1;63
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/iri/SchemeRegistry.java;org.apache.abdera.i18n.iri.SchemeRegistry;class;13;10;9;3;6;5;1;2;0;1;0;71
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/iri/IDNA.java;org.apache.abdera.i18n.iri.IDNA;class;10;36;24;24;12;12;3;2;0;1;6;134
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/test/java/org/apache/abdera/i18n/test/iri/TestBase.java;org.apache.abdera.i18n.test.iri.TestBase;class;5;3;1;0;1;0;1;0;0;0;0;31
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/io/ReadWriteByteChannel.java;org.apache.abdera.i18n.io.ReadWriteByteChannel;class;17;42;20;53;23;19;0;8;0;2;0;180
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/iri/HttpsScheme.java;org.apache.abdera.i18n.iri.HttpsScheme;class;2;2;0;1;2;1;0;2;0;2;0;31
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/iri/AbstractScheme.java;org.apache.abdera.i18n.iri.AbstractScheme;class;4;5;3;8;5;4;0;1;0;0;0;53
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/iri/HttpScheme.java;org.apache.abdera.i18n.iri.HttpScheme;class;7;13;18;21;7;4;0;2;0;2;0;86
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/test/java/org/apache/abdera/i18n/test/iri/TestNameprep.java;org.apache.abdera.i18n.test.iri.TestNameprep;class;3;6;18;0;3;1;1;5;0;0;1;151
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/io/CodepointIterator.java;org.apache.abdera.i18n.io.CodepointIterator;class;17;54;13;107;22;18;4;2;0;0;0;148
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/iri/Scheme.java;org.apache.abdera.i18n.iri.Scheme;interface;2;4;0;6;4;0;0;0;0;0;0;28
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/lang/Lang.java;org.apache.abdera.i18n.lang.Lang;class;16;46;18;0;19;15;4;4;1;2;6;162
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/test/java/org/apache/abdera/i18n/test/iri/TestIDNA.java;org.apache.abdera.i18n.test.iri.TestIDNA;class;2;4;6;0;1;1;1;0;0;0;0;33
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/io/ByteArrayCodepointIterator.java;org.apache.abdera.i18n.io.ByteArrayCodepointIterator;class;5;3;7;3;3;3;0;0;0;0;0;40
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/iri/DefaultScheme.java;org.apache.abdera.i18n.iri.DefaultScheme;class;2;1;0;0;1;1;0;0;0;0;0;24
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/main/java/org/apache/abdera/i18n/io/CharArrayCodepointIterator.java;org.apache.abdera.i18n.io.CharArrayCodepointIterator;class;4;8;1;0;5;2;0;1;0;0;0;43
192bb3c12bdfdf92dd589076f36310d080b3412a;dependencies/i18n/src/test/java/org/apache/abdera/i18n/test/iri/TestSuite.java;org.apache.abdera.i18n.test.iri.TestSuite;class;9;2;2;1;2;2;1;0;0;0;0;31
d7f3e9a935b9cd20a47adcd5b23e857fed626ce9;parser/src/main/java/org/apache/abdera/parser/stax/util/FOMHelper.java;org.apache.abdera.parser.stax.util.FOMHelper;class;16;3;1;3;3;3;3;0;0;0;0;40
d7f3e9a935b9cd20a47adcd5b23e857fed626ce9;parser/src/main/java/org/apache/abdera/parser/stax/util/FOMExtensionIterator.java;org.apache.abdera.parser.stax.util.FOMExtensionIterator;class;9;13;8;0;5;4;0;5;0;0;0;108
d7f3e9a935b9cd20a47adcd5b23e857fed626ce9;parser/src/main/java/org/apache/abdera/parser/stax/util/FOMList.java;org.apache.abdera.parser.stax.util.FOMList;class;18;48;22;520;40;34;0;4;0;0;0;204
d7f3e9a935b9cd20a47adcd5b23e857fed626ce9;parser/src/main/java/org/apache/abdera/parser/stax/FOMDocument.java;org.apache.abdera.parser.stax.FOMDocument;class;31;36;29;247;23;18;0;4;0;1;0;194
eb426a6c5bf1db589a175f9c025cd80c06286d29;parser/src/main/java/org/apache/abdera/parser/stax/FOMWorkspace.java;org.apache.abdera.parser.stax.FOMWorkspace;class;17;20;15;136;17;11;0;1;0;1;0;126
eb426a6c5bf1db589a175f9c025cd80c06286d29;parser/src/main/java/org/apache/abdera/parser/stax/FOMIRI.java;org.apache.abdera.parser.stax.FOMIRI;class;10;11;10;36;9;6;0;1;0;1;0;81
f1175461f872012b5134e4dc2374d65ed920a205;parser/src/main/java/org/apache/abdera/parser/stax/util/FOMElementIterator.java;org.apache.abdera.parser.stax.util.FOMElementIterator;class;9;13;7;0;5;4;0;6;0;0;0;106
f1175461f872012b5134e4dc2374d65ed920a205;parser/src/main/java/org/apache/abdera/parser/stax/util/FOMLinkIterator.java;org.apache.abdera.parser.stax.util.FOMLinkIterator;class;6;5;3;3;3;2;0;0;0;0;0;39
c2c978d9e3693bb428015b3a6db119ec517fe632;core/src/main/java/org/apache/abdera/util/EntityTag.java;org.apache.abdera.util.EntityTag;class;11;44;21;122;20;18;11;4;0;2;14;142
54d508c6f6a76830d3463e19c407588f19842958;parser/src/main/java/org/apache/abdera/parser/stax/FOMExtensibleElement.java;org.apache.abdera.parser.stax.FOMExtensibleElement;class;27;23;21;136;17;14;0;1;0;1;0;162
30ed44cdfdd0c47de6b16b7b1eb9b115e1f9c15b;core/src/main/java/org/apache/abdera/model/DateTimeWrapper.java;org.apache.abdera.model.DateTimeWrapper;class;11;21;8;66;12;10;0;0;0;0;0;83
30ed44cdfdd0c47de6b16b7b1eb9b115e1f9c15b;core/src/main/java/org/apache/abdera/model/PersonWrapper.java;org.apache.abdera.model.PersonWrapper;class;12;32;16;91;14;13;0;0;0;0;0;114
eef86596bc915b9a7fed15e59b0de0acb616ae1f;parser/src/main/java/org/apache/abdera/parser/stax/FOMFactory.java;org.apache.abdera.parser.stax.FOMFactory;class;95;188;84;6397;114;110;0;2;0;0;0;706
3117530eb58287be939e6df62f17b3d256bffc9b;parser/src/main/java/org/apache/abdera/parser/stax/util/PeekAheadInputStream.java;org.apache.abdera.parser.stax.util.PeekAheadInputStream;class;4;24;14;48;13;12;0;1;0;0;0;121
e4f862dc4afeb74d1d229a4af21743256acf707d;parser/src/test/java/org/apache/abdera/test/parser/EncodingTest.java;org.apache.abdera.test.parser.EncodingTest;class;7;1;12;0;1;1;0;0;0;0;0;29
f293d57b319b62a5580e05688e66841528ebc66b;security/src/main/java/org/apache/abdera/security/util/KeyHelper.java;org.apache.abdera.security.util.KeyHelper;class;13;11;17;36;9;9;9;0;0;0;0;137
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssFeed.java;org.apache.abdera.contrib.rss.RssFeed;class;36;121;97;7260;121;120;0;0;0;0;0;415
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssGenerator.java;org.apache.abdera.contrib.rss.RssGenerator;class;9;7;0;21;7;7;0;0;0;0;0;49
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssPerson.java;org.apache.abdera.contrib.rss.RssPerson;class;14;15;7;79;14;14;0;3;0;1;0;100
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/test/java/org/apache/abdera/test/contrib/rss/RssTest.java;org.apache.abdera.test.contrib.rss.RssTest;class;7;1;12;0;1;1;1;0;0;0;0;39
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssExtensionFactory.java;org.apache.abdera.contrib.rss.RssExtensionFactory;class;28;47;4;3;3;3;0;0;0;0;0;100
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssChannel.java;org.apache.abdera.contrib.rss.RssChannel;class;49;133;41;4186;92;90;0;0;0;0;0;428
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssContent.java;org.apache.abdera.contrib.rss.RssContent;class;13;17;1;136;17;17;0;0;0;0;0;82
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssSkipDays.java;org.apache.abdera.contrib.rss.RssSkipDays;class;6;6;5;3;3;3;0;0;0;0;1;44
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssCategory.java;org.apache.abdera.contrib.rss.RssCategory;class;15;20;2;190;20;20;0;0;0;0;0;92
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssSkipHours.java;org.apache.abdera.contrib.rss.RssSkipHours;class;5;6;3;3;3;3;0;0;0;0;0;41
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssEnclosure.java;org.apache.abdera.contrib.rss.RssEnclosure;class;18;30;3;351;27;27;0;0;0;0;0;118
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssCloud.java;org.apache.abdera.contrib.rss.RssCloud;class;6;8;2;21;7;7;0;0;0;0;0;46
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssDateTime.java;org.apache.abdera.contrib.rss.RssDateTime;class;15;11;5;36;9;8;0;1;0;1;0;103
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssGuid.java;org.apache.abdera.contrib.rss.RssGuid;class;18;34;4;496;32;32;0;0;0;0;0;131
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssSource.java;org.apache.abdera.contrib.rss.RssSource;class;25;86;4;3397;83;83;0;1;0;0;0;299
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssLink.java;org.apache.abdera.contrib.rss.RssLink;class;13;18;4;105;15;15;0;0;0;0;0;83
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssConstants.java;org.apache.abdera.contrib.rss.RssConstants;interface;3;0;0;0;0;0;0;57;57;57;0;78
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssUriElement.java;org.apache.abdera.contrib.rss.RssUriElement;class;10;6;2;15;6;6;0;0;0;0;0;44
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssText.java;org.apache.abdera.contrib.rss.RssText;class;10;10;2;45;10;10;0;0;0;0;0;58
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssItem.java;org.apache.abdera.contrib.rss.RssItem;class;46;142;30;6441;114;114;0;0;0;0;0;454
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssTextInput.java;org.apache.abdera.contrib.rss.RssTextInput;class;9;10;3;15;6;6;0;0;0;0;0;49
2defd2cc54a21219f7373bbfc1f2abc63e4303f2;contrib/rss/src/main/java/org/apache/abdera/contrib/rss/RssImage.java;org.apache.abdera.contrib.rss.RssImage;class;14;23;7;55;11;11;0;0;0;0;0;79
090c1406f940871354199adba8bc9ba1c9c69df0;parser/src/main/java/org/apache/abdera/parser/stax/FOMEntry.java;org.apache.abdera.parser.stax.FOMEntry;class;51;179;102;7140;120;112;0;1;0;1;0;742
abbf0bae82e208a51585852babf9333a3b019917;client/src/main/java/org/apache/abdera/protocol/client/ClientException.java;org.apache.abdera.protocol.client.ClientException;class;3;4;0;6;4;4;0;1;0;1;0;33
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/servlet/CompressionFilter.java;org.apache.abdera.protocol.server.servlet.CompressionFilter;class;9;4;5;0;1;1;0;0;0;0;0;60
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/impl/AbstractSingletonRequestHandlerManager.java;org.apache.abdera.protocol.server.impl.AbstractSingletonRequestHandlerManager;class;4;4;1;3;3;2;0;1;0;0;0;38
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/impl/DefaultServiceContext.java;org.apache.abdera.protocol.server.impl.DefaultServiceContext;class;21;17;12;53;11;4;0;5;0;1;0;95
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/impl/AbstractItemManager.java;org.apache.abdera.protocol.server.impl.AbstractItemManager;class;6;1;1;0;1;1;0;0;0;0;0;28
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/servlet/AbderaFilter.java;org.apache.abdera.protocol.server.servlet.AbderaFilter;class;9;7;3;0;4;0;0;1;0;0;0;52
ae4de32bf06965874a256b2aea032342175e13ab;security/src/main/java/org/apache/abdera/security/util/servlet/AbstractEncryptedRequestFilter.java;org.apache.abdera.security.util.servlet.AbstractEncryptedRequestFilter;class;23;16;22;22;8;2;0;1;0;0;0;103
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/impl/DefaultRequestHandler.java;org.apache.abdera.protocol.server.impl.DefaultRequestHandler;class;2;0;0;0;0;0;0;0;0;0;0;23
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/servlet/AbstractFilter.java;org.apache.abdera.protocol.server.servlet.AbstractFilter;class;35;44;18;270;32;31;1;11;0;0;0;249
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/impl/DefaultRequestHandlerManager.java;org.apache.abdera.protocol.server.impl.DefaultRequestHandlerManager;class;6;1;0;0;1;0;0;0;0;0;0;26
ae4de32bf06965874a256b2aea032342175e13ab;security/src/main/java/org/apache/abdera/security/util/DHContext.java;org.apache.abdera.security.util.DHContext;class;23;25;33;25;15;10;0;4;0;0;0;206
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/Target.java;org.apache.abdera.protocol.server.Target;interface;2;4;0;6;4;0;0;0;0;0;0;24
ae4de32bf06965874a256b2aea032342175e13ab;security/src/main/java/org/apache/abdera/security/util/servlet/BCEncryptedResponseFilter.java;org.apache.abdera.security.util.servlet.BCEncryptedResponseFilter;class;2;2;2;0;1;1;0;0;0;0;0;28
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/Provider.java;org.apache.abdera.protocol.server.Provider;interface;4;14;0;91;14;0;0;0;0;0;0;34
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/impl/SimpleSubjectResolver.java;org.apache.abdera.protocol.server.impl.SimpleSubjectResolver;class;12;23;7;0;12;11;0;5;1;3;0;97
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/RequestContext.java;org.apache.abdera.protocol.server.RequestContext;interface;16;23;0;253;23;0;0;0;0;0;0;65
ae4de32bf06965874a256b2aea032342175e13ab;security/src/main/java/org/apache/abdera/security/util/servlet/SecurityFilter.java;org.apache.abdera.security.util.servlet.SecurityFilter;class;4;1;1;0;1;0;0;1;0;0;0;29
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/ResponseContext.java;org.apache.abdera.protocol.server.ResponseContext;interface;3;6;0;15;6;6;0;0;0;0;0;31
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/TargetType.java;org.apache.abdera.protocol.server.TargetType;class;4;25;6;0;7;7;2;13;12;12;1;75
ae4de32bf06965874a256b2aea032342175e13ab;security/src/main/java/org/apache/abdera/security/util/servlet/AbstractEncryptedResponseFilter.java;org.apache.abdera.security.util.servlet.AbstractEncryptedResponseFilter;class;15;11;13;21;7;2;0;0;0;0;0;77
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/impl/AbstractSingletonProviderManager.java;org.apache.abdera.protocol.server.impl.AbstractSingletonProviderManager;class;4;4;1;1;3;2;0;1;0;0;0;38
ae4de32bf06965874a256b2aea032342175e13ab;server/src/main/java/org/apache/abdera/protocol/server/impl/AbstractServiceContext.java;org.apache.abdera.protocol.server.impl.AbstractServiceContext;class;14;5;4;0;4;4;0;6;0;0;0;52
0107c5be5a3eb250c864c42fc8197a49f8d0aa95;security/src/main/java/org/apache/abdera/security/util/servlet/BCEncryptedRequestFilter.java;org.apache.abdera.security.util.servlet.BCEncryptedRequestFilter;class;2;2;2;0;1;1;0;0;0;0;0;28
0107c5be5a3eb250c864c42fc8197a49f8d0aa95;security/src/main/java/org/apache/abdera/security/util/servlet/DHEncryptedRequestFilter.java;org.apache.abdera.security.util.servlet.DHEncryptedRequestFilter;class;13;13;11;0;4;2;0;1;0;0;0;88
10039c5c2e555f1511380825092d7092feef0eff;client/src/main/java/org/apache/abdera/protocol/client/RequestException.java;org.apache.abdera.protocol.client.RequestException;class;2;3;2;0;3;2;0;2;0;1;0;38
10039c5c2e555f1511380825092d7092feef0eff;examples/src/main/java/org/apache/abdera/examples/appclient/Services.java;org.apache.abdera.examples.appclient.Services;class;17;9;28;6;4;4;4;0;0;0;0;204
10039c5c2e555f1511380825092d7092feef0eff;security/src/test/java/org/apache/abdera/test/security/DSigThirdPartyVerifyTest.java;org.apache.abdera.test.security.DSigThirdPartyVerifyTest;class;20;1;30;0;1;1;1;6;0;6;0;100
10039c5c2e555f1511380825092d7092feef0eff;client/src/test/java/org/apache/abdera/test/client/app/AppTest.java;org.apache.abdera.test.client.app.AppTest;class;37;48;95;54;17;4;5;9;0;5;14;531
10039c5c2e555f1511380825092d7092feef0eff;examples/src/main/java/org/apache/abdera/examples/appclient/Main.java;org.apache.abdera.examples.appclient.Main;class;13;9;26;3;3;1;3;0;0;0;9;118
10039c5c2e555f1511380825092d7092feef0eff;extensions/src/main/java/org/apache/abdera/ext/editor/Editor.java;org.apache.abdera.ext.editor.Editor;class;39;99;36;712;48;46;1;23;0;3;6;424
2297547d8ccb6445762c36892367bffc49526c6f;core/src/main/java/org/apache/abdera/util/AbstractExtensionFactory.java;org.apache.abdera.util.AbstractExtensionFactory;class;19;14;8;11;7;4;0;3;0;0;0;71
2f15ff265cf4f85babef41da480295a3348875b3;client/src/main/java/org/apache/abdera/protocol/client/cache/SimpleCacheKey.java;org.apache.abdera.protocol.client.cache.SimpleCacheKey;class;7;12;6;3;6;5;1;3;0;2;1;60
43d65540757006c69aa570c04980298d232ef90a;client/src/main/java/org/apache/abdera/protocol/client/cache/LRUMap.java;org.apache.abdera.protocol.client.cache.LRUMap;class;3;2;1;0;2;1;0;2;0;1;0;32
945768fec963f75eede9ff340e0aa0660c11860a;client/src/test/java/org/apache/abdera/test/client/cache/CacheTest.java;org.apache.abdera.test.client.cache.CacheTest;class;16;43;36;244;25;12;1;10;0;10;10;352
976793edb17475553b0d8201980a31b67b53b2b9;client/src/test/java/org/apache/abdera/test/client/TestSuite.java;org.apache.abdera.test.client.TestSuite;class;5;3;3;1;2;2;1;0;0;0;0;34
a45b205f6f9cc21ed0abf782610c15ddc65889c5;core/src/main/java/org/apache/abdera/util/AbderaDataSource.java;org.apache.abdera.util.AbderaDataSource;class;11;7;6;5;6;5;0;3;0;0;0;60
19a3850606e59d68067a87bc84d0f1349b147f7b;examples/src/main/java/org/apache/abdera/examples/security/DHEnc.java;org.apache.abdera.examples.security.DHEnc;class;12;2;20;0;1;1;1;0;0;0;0;70
